title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil,tags_joined
Bukit Indah Simarjarunjung,https://www.google.com/maps/place/Bukit+Indah+Simarjarunjung/data=!4m7!3m6!1s0x3031be7326c429cd:0x934e4a3527a57ab5!8m2!3d2.8133027!4d98.7812646!16s%2Fg%2F11dx8yz3zg!19sChIJzSnEJnO-MTARtXqlJzVKTpM?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1uPJ723qW8E43-rl-a5yjLWE8kATOI0XB,4.3,214,"Jl. Simarjarunjung, Butu Bayu Pane Raja, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 08.00-16.00,2.8133884272378324,98.78125387116393,Alam,"Pemandangan, Trekking, Fotografi","Bukit Indah Simarjarunjung Terletak di ketinggian sekitar 1.300 mdpl, bukit ini menawarkan pemandangan spektakuler Danau Toba dan Pulau Samosir. Tempat ini juga dikenal sebagai salah satu dari ""10 Bali Baru"" karena pesona alamnya yang memukau.",Dolok Pardamean,15000,5000,10000,pemandangan trekking fotografi alam bukit indah simarjarunjung letak tinggi mdpl bukit tawar pandang spektakuler danau toba pulau samosir kenal salah bal pesona alam pukau
Samosir Botanical Garden,https://www.google.com/maps/place/Samosir+Botanical+Garden/data=!4m7!3m6!1s0x3031c299e6a163b3:0xf19cfb96eb6e7d1!8m2!3d2.6351532!4d98.8712551!16s%2Fg%2F1hm5c1ngn!19sChIJs2Oh5pnCMTAR0ee2brnPGQ8?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1xaNunGbgKVq4m9MfY4D5DSNf1VMxYaTS,4.2,253,"Tomok, Simanindo, Samosir Regency, North Sumatra 22395",Open 08.00-18.00,2.635324679838446,98.87121218465573,Alam,"Flora, Fotografi, Santai",Samosir Botanical Garden menampilkan berbagai jenis tanaman tropis dan menawarkan pemandangan indah Danau Toba. Suasana tenang dan asri menjadikannya tempat ideal untuk bersantai dan belajar tentang keanekaragaman hayati lokal.,Simanindo,0,0,0,flora fotografi santai alam samosir botanical garden tampil jenis tanam tropis tawar pandang indah danau toba suasana tenang asri jadi ideal santa ajar keanekaragaman hayati lokal
Air Terjun Sipiso Piso,https://www.google.com/maps/place/Air+Terjun+Sipiso+Piso/data=!4m7!3m6!1s0x3031ad70b69431e9:0x8d2b0d8b4069f47f!8m2!3d2.9164873!4d98.5195038!16s%2Fg%2F11c1g6qdhc!19sChIJ6TGUtnCtMTARf_RpQIsNK40?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1PX0chUxRvdwrohIJe8ZGNS8NauEIUL-Q,4.5,15,"Tongging, Merek, Karo Regency, North Sumatra 22173",Open 24 hours,2.916573019511973,98.51948234232786,Alam,"Pemandangan, Fotografi, Trekking","Air Terjun Sipiso Piso memiliki ketinggian sekitar 120 meter, air terjun ini merupakan salah satu yang tertinggi di Indonesia. Terletak di perbukitan Karo, pengunjung dapat menikmati pemandangan Danau Toba dari ketinggian.",Merek,7000,3000,5000,pemandangan fotografi trekking alam air terjun sipiso piso milik tinggi meter air terjun salah tinggi indonesia letak bukit karo unjung nikmat pandang danau toba tinggi
Air Terjun Siringo,https://www.google.com/maps/place/Air+Terjun+Siringo/data=!4m7!3m6!1s0x3031b5c720b67c65:0xf2dd7c5fe34cda93!8m2!3d2.7727056!4d98.5527984!16s%2Fg%2F11g6nr6593!19sChIJZXy2IMe1MTARk9pM41983fI?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1NJSFSOVkafDvRwXwkEXq8O5wkg1Qqv60,4.5,121,"Silalahi III, Silahisabungan, Dairi Regency, North Sumatra",Open 08.00-16.00,2.7727591813765367,98.55276621349181,Alam,"Trekking, Fotografi, Pemandangan",Air Terjun Sipiso Piso memiliki beberapa tingkatan dengan pemandangan alam yang memukau. Cocok bagi pecinta alam yang ingin menjelajahi keindahan tersembunyi di kawasan Silahisabungan.,Silahisabungan,5000,0,0,trekking fotografi pemandangan alam air terjun sipiso piso milik tingkat pandang alam pukau cocok cinta alam jajah indah sembunyi kawasan silahisabungan
Tao Silalahi,https://www.google.com/maps/place/Tao+Silalahi+Hotel/data=!4m7!3m6!1s0x3031b59aaaaaaaab:0xf04f21347b36fb9!8m2!3d2.7908139!4d98.5329025!16s%2Fg%2F11c2qthb08!19sChIJq6qqqpq1MTARuW-zRxPyBA8?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1q33ws-t2qjCyHvI_8_fnTdUnnsU6DZuu,4.5,482,"Silalahi I, Silalahi III, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara 22281",Open 24 hours,2.7908674805537066,98.53289177116392,Alam,"Aktivitas Air, Berenang, Perahu, Memancing, Camping","Tao Silalahi terletak di tepi Danau Toba, destinasi wisata ini menawarkan pemandangan indah dan akses langsung ke danau. Pengunjung dapat menikmati berbagai aktivitas air dan bersantai di lingkungan yang tenang.",Silahisabungan,0,5000,20000,aktivitas air berenang perahu memancing camping alam tao silalahi letak tepi danau toba destinasi wisata tawar pandang indah akses langsung danau unjung nikmat aktivitas air santa lingkung tenang
Pantai Silalahi,https://www.google.com/maps/place/Pantai+Silalahi/data=!4m7!3m6!1s0x3031b4f879e39fcd:0xd5b911cbb4bc8eb0!8m2!3d2.7947182!4d98.527872!16s%2Fg%2F11bzypkwhj!19sChIJzZ_jefi0MTARsI68tMsRudU?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1nJeRP10oXCCB3pSZuac8EYGQNpxe9JVV,4.4,382,"Silalahi III, Silahisabungan, Dairi Regency, North Sumatra",Open 08.00-20.00,2.794750348225658,98.52785054232788,Bahari,"Aktivitas Air, Berenang, Perahu, Memancing",Pantai Silalahi menawarkan pasir putih dan air jernih Danau Toba. Cocok untuk aktivitas keluarga dan menikmati keindahan alam sekitar.,Silahisabungan,15000,5000,10000,aktivitas air berenang perahu memancing bahari pantai silalahi tawar pasir putih air jernih danau toba cocok aktivitas keluarga nikmat indah alam
SIHALPE Danau Toba dan area mendaki,https://www.google.com/maps/place/SIHALPE+Danau+Toba+dan+area+mendaki/data=!4m7!3m6!1s0x3031b193ff98907b:0xbe569eabc6cfde51!8m2!3d2.8759917!4d98.6337417!16s%2Fg%2F11r8pc_r89!19sChIJe5CY_5OxMTARUd7PxqueVr4?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1lsG5ZRwf9n5c7JRy2S5SFzYzrEi0SBOw,4.0,5,"Nagori Sihalpe, Kec. Haranggaol Horison, Kabupaten Simalungun, Sumatera Utara 21165",Open 24 hours,2.876034561289409,98.63368805581969,Alam,"Hiking, Camping, Pemandangan", SIHALPE Danau Toba dan Area Mendaki menawarkan jalur pendakian dengan pemandangan spektakuler Danau Toba. Cocok bagi pecinta alam dan petualangan yang ingin menjelajahi keindahan alam Sumatera Utara.,Haranggaol Horison,0,0,0,hiking camping pemandangan alam sihalpe danau toba area daki tawar jalur daki pandang spektakuler danau toba cocok cinta alam tualang jajah indah alam sumatera utara
Long Beach Ajibata,https://www.google.com/maps/place/Long+Beach/data=!4m7!3m6!1s0x3031eeb118d713d7:0x7e45ab16149671fd!8m2!3d2.6520827!4d98.9325375!16s%2Fg%2F11cs7ntz8p!19sChIJ1xPXGLHuMTAR_XGWFBarRX4?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1LBn-2UzOJzIjp78zD01As2wwtoPyHnpd,4.3,56,"Pardamean Ajibata, Ajibata, Toba, North Sumatra",Open 24 hours,2.652136286720973,98.93253749999998,Bahari,"Aktivitas Air, Berenang, Piknik, Pemandangan","Long Beach Ajibata adalah pantai alami yang terletak di kawasan Ajibata, Toba. Pantai ini menawarkan pasir putih yang lembut dan air jernih yang tenang, cocok untuk berenang dan bersantai. Suasana yang tenang dan pemandangan Danau Toba yang memukau menjadikan Long Beach tempat ideal untuk piknik keluarga dan fotografi alam.",Ajibata,5000,0,0,aktivitas air berenang piknik pemandangan bahari long beach ajibata pantai alami letak kawasan ajibata toba pantai tawar pasir putih lembut air jernih tenang cocok renang santa suasana tenang pandang danau toba pukau jadi long beach ideal piknik keluarga fotografi alam
Sapo Juma,https://www.google.com/maps/place/Sapo+Juma/data=!4m7!3m6!1s0x3031ad6384f85c4b:0x6593b5bb185cfed1!8m2!3d2.9099556!4d98.519545!16s%2Fg%2F11f_j7jvpj!19sChIJS1z4hGOtMTAR0f5cGLu1k2U?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1oXm44LHTIp8-DfNWFfprTE75GuKU1zUQ,4.4,627,"Pangambatan, Merek, Karo Regency, North Sumatra 22173",Open 08.00-16.00,2.9099984600054447,98.5195128134918,Alam,"Trekking, Fotografi, Pemandangan","Sapo Juma adalah taman alam yang memukau di Kabupaten Karo, Sumatera Utara. Dikenal karena keindahan alamnya yang menakjubkan, tempat ini menawarkan kesempatan bagi pengunjung untuk menikmati keindahan hutan tropis dan danau yang tenang. Dikelilingi oleh flora dan fauna yang beragam, Sapo Juma adalah surga bagi pecinta alam dan fotografer.",Merek,20000,0,0,trekking fotografi pemandangan alam sapo juma taman alam pukau kabupaten karo sumatera utara kenal indah alam takjub tawar sempat unjung nikmat indah hutan tropis danau tenang keliling flora fauna agam sapo juma surga cinta alam fotografer
Caldera toba nomadic escape (glamour camping),https://www.google.com/maps/place/Caldera+toba+nomadic+escape+%28glamour+camping%29/data=!4m7!3m6!1s0x3031ef586f60ca0d:0xb805f2c3eaeeda0!8m2!3d2.6078521!4d98.9460998!16s%2Fg%2F11rfby_56q!19sChIJDcpgb1jvMTARoO2uPixfgAs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1-LcVZS2W-CHuLH9oOWy36qPOWbxta3FV,4.5,232,"Pardamean Sibisa, Ajibata, Toba, North Sumatra 22386",Open 07.00-18.00,2.6078735354487623,98.9460998,Alam,"Camping, Pemandangan, Fotografi",Caldera Toba Nomadic Escape menawarkan pengalaman glamping yang unik dengan pemandangan spektakuler Danau Toba dari ketinggian. Fasilitas modern seperti kafe dan spot foto tersedia untuk kenyamanan pengunjung. Tempat ini ideal bagi mereka yang ingin merasakan kedekatan dengan alam tanpa mengorbankan kenyamanan,Ajibata,20000,0,0,camping pemandangan fotografi alam caldera toba nomadic escape tawar alam glamping unik pandang spektakuler danau toba tinggi fasilitas modern kafe spot foto sedia nyaman unjung ideal rasa dekat alam korban nyaman
WISATA INDAH SIPPAN (WIS) JUMA REBEN 2,https://www.google.com/maps/place/WISATA+INDAH+SIPPAN+%28WIS%29+JUMA+REBEN+2/data=!4m7!3m6!1s0x3031ad29867d7683:0xaeb1aa7a6f8c1cff!8m2!3d2.9064567!4d98.565474!16s%2Fg%2F11mtd759pc!19sChIJg3Z9himtMTAR_xyMb3qqsa4?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1OcKQsLC47onKi7kwcryFY9nlFlqOcYiS,4.6,87,"Naga Saribu, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167",Open 24 hours,2.9064888451039663,98.56546327116394,Alam,"Pemandangan, Piknik, Fotografi","WISATA INDAH SIPPAN (WIS) JUMA REBEN 2 adalah destinasi wisata yang menawarkan keindahan alam yang asri dan tenang. Terletak di daerah Naga Saribu, tempat ini cocok untuk pengunjung yang ingin bersantai dan menikmati suasana alam yang damai.",Pamatang Silima Huta,0,5000,10000,pemandangan piknik fotografi alam wisata indah sippan wis juma reben destinasi wisata tawar indah alam asri tenang letak daerah naga saribu cocok unjung santa nikmat suasana alam damai
Desa Wisata river side Juma Bulu,https://www.google.com/maps/place/Desa+Wisata+river+side+Juma+Bulu/data=!4m7!3m6!1s0x3031ef7577e29429:0x8413d1ccbe3452c0!8m2!3d2.6477007!4d98.9408812!16s%2Fg%2F11kpbcvpym!19sChIJKZTid3XvMTARwFI0vszRE4Q?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/10-EFWVFb7fxiSSEa10z-7-IJfY4B9YI-,5.0,8,"Naga Saribu, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167",Open 24 hours,2.647711417382329,98.94091338650819,Alam,"Aktivitas Air, Arum Jeram, Pemandangan","Desa Wisata River Side Juma Bulu menawarkan pengalaman wisata alam dengan kegiatan river tubing yang menyenangkan. Dikelilingi oleh persawahan yang hijau dan udara yang sejuk, desa ini juga memberikan kesempatan bagi pengunjung untuk berinteraksi dengan budaya lokal dan menikmati keindahan alam sekitar.",Ajibata,0,0,0,aktivitas air arum jeram pemandangan alam desa wisata river side juma bulu tawar alam wisata alam giat river tubing senang keliling sawah hijau udara sejuk desa sempat unjung interaksi budaya lokal nikmat indah alam
Paepira Lakeside,https://www.google.com/maps/place/Paepira+Lakeside/data=!4m7!3m6!1s0x3031b32b81715411:0x9fecb9b80d65ae58!8m2!3d2.8831165!4d98.5517443!16s%2Fg%2F11rtr9nnf0!19sChIJEVRxgSuzMTARWK5lDbi57J8?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1g54YW9ZSplYmS3f-bsUJB3-qgAqMT9k4,4.8,348,"Sibolangit, Merek, Karo Regency, North Sumatra 21167",Open 24 hours,2.8831164999999936,98.55173357116392,Alam,"Pemandangan, Santai, Fotografi","Paepira Lakeside adalah tempat wisata yang menawarkan pemandangan indah Danau Toba dari sisi Sibolangit. Dengan suasana yang tenang dan fasilitas yang memadai, tempat ini cocok untuk bersantai dan menikmati keindahan alam.",Merek,0,5000,5000,pemandangan santai fotografi alam paepira lakeside wisata tawar pandang indah danau toba sisi sibolangit suasana tenang fasilitas pada cocok santa nikmat indah alam
Menara Pandang Tele,https://www.google.com/maps/place/Menara+Pandang+Tele/data=!4m7!3m6!1s0x3031d060f0e3180b:0xb561ba45f008aa18!8m2!3d2.5520625!4d98.6398125!16s%2Fg%2F11c55sb9rm!19sChIJCxjj8GDQMTARGKoI8EW6YbU?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1FB1pRzGzx3go0E4X2g0GmkduiuTTk06u,4.5,942,"Tele Desa Partungkotnaginjang, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396",Open 08.00-16.00,2.552083936389253,98.63981249999999,Alam,"Pemandangan, Fotografi","Menara Pandang Tele adalah titik observasi yang menawarkan pemandangan spektakuler Danau Toba dari ketinggian. Terletak di atas bukit, menara ini memberikan perspektif luas yang mencakup pegunungan, air terjun, dan danau, menjadikannya tempat favorit bagi fotografer dan pecinta alam.",Harian,7000,0,0,pemandangan fotografi alam menara pandang tele titik observasi tawar pandang spektakuler danau toba tinggi letak bukit menara perspektif luas cakup gunung air terjun danau jadi favorit fotografer cinta alam
Lake Above The Lake (Danau di atas Danau),https://www.google.com/maps/place/Lake+Above+The+Lake+%28Danau+di+atas+Danau/data=!4m7!3m6!1s0x3031c5f37e882267:0x2962664a6635e8f1!8m2!3d2.6014763!4d98.7469027!16s%2Fg%2F11j38pjt4b!19sChIJZyKIfvPFMTAR8eg1ZkpmYik?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1ojLLHmZQ7D9gULUFHs1UP2nv3QDdlj_E,4.4,8,"Salaon Toba, Ronggur Nihuta, Samosir Regency, North Sumatra 22392",Open 08.00-16.00,2.6015298888924723,98.74684905581968,Alam,"Pemandangan, Fotografi, Eksplorasi","Lake Above The Lake, atau Danau di atas Danau, adalah keajaiban alam yang terletak di Kabupaten Samosir. Danau ini menawarkan pemandangan yang memukau dan suasana yang tenang, cocok bagi mereka yang ingin merasakan kedamaian alam dan keindahan yang belum banyak terjamah.",Ronggur Nihuta,0,0,0,pemandangan fotografi eksplorasi alam lake above the lake danau danau ajaib alam letak kabupaten samosir danau tawar pandang pukau suasana tenang cocok rasa damai alam indah jamah
Batu marhosa,https://www.google.com/maps/place/Batu+marhosa/data=!4m7!3m6!1s0x3031e8503accf529:0xf78f4890dfbf01ba!8m2!3d2.6041291!4d98.8680224!16s%2Fg%2F11c1r0fnsj!19sChIJKfXMOlDoMTARugG_35BIj_c?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1lDLeVkiZYLhm5htliZOAOBpPZRtoV9pm,4.3,70,"Jl. Pulau Samosir, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 08.00-16.00,2.604182688779663,98.86803312883607,Alam,"Santai, Fotografi","Batu Marhosa adalah batu unik yang terletak di puncak tebing Pulau Samosir, Desa Parmonangan Huta Sorsortolong, Kecamatan Simanindo. Batu ini dikenal karena dapat mengeluarkan angin secara alami, sebuah fenomena yang menarik perhatian wisatawan dan masyarakat lokal. Lokasinya yang berada di ketinggian menawarkan pemandangan indah Danau Toba dan sekitarnya, menjadikannya tempat yang cocok untuk relaksasi dan menikmati keajaiban alam.",Simanindo,0,0,0,santai fotografi alam batu marhosa batu unik letak puncak tebing pulau samosir desa parmonangan huta sorsortolong camat simanindo batu kenal keluar angin alami fenomena tarik perhati wisatawan masyarakat lokal lokasi tinggi tawar pandang indah danau toba jadi cocok relaksasi nikmat ajaib alam
Pemandian Aek Sipitu Dai,https://www.google.com/maps/place/Pemandian+Aek+Sipitu+Dai/data=!4m7!3m6!1s0x3031d0106d42bb71:0x5f4de331ece86492!8m2!3d2.5787301!4d98.6476008!16s%2Fg%2F11b7lmk7kt!19sChIJcbtCbRDQMTARkmTo7DHjTV8?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/10xyNlA66W3MeekaQmnbPUUiI32UgMrMd?usp=sharing,4.3,415,"Aek Sipitudai, Sianjur Mula Mula, Samosir Regency, North Sumatra 22396",Open 08.00-16.00,2.5788694336179567,98.64753642698572,Alam,Fotografi,"Pemandian Aek Sipitu Dai, yang berarti ""Air Tujuh Rasa"", terletak di Desa Limbong Mulana, Kecamatan Sianjur Mula Mula, Kabupaten Samosir. Tempat ini terkenal dengan tujuh pancuran air yang masing-masing memiliki rasa berbeda, sebuah fenomena alam yang langka.",Sianjur Mula Mula,10000,0,0,fotografi alam mandi aek sipitu dai air tujuh letak desa limbong mulana camat sianjur kabupaten samosir kenal tujuh pancur air milik beda fenomena alam langka
View Point Tongging Geopark Kaldera Toba,https://www.google.com/maps/place/View+Point+Tongging+Geopark+Kaldera+Toba/data=!4m7!3m6!1s0x3031b336f603d02b:0x9b37d4e1c5e0ed67!8m2!3d2.8968349!4d98.5287058!16s%2Fg%2F11fqpx30ym!19sChIJK9AD9jazMTARZ-3gxeHUN5s?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1aXKFhQvJkQ6dJ1yfQIRQLPeHDlAFAuEM?usp=drive_link,4.6,170,"Jl. Tongging - Silalahi No.22, Tongging, Kec. Merek, Kabupaten Karo, Sumatera Utara 22173",Open 24 hours,2.8969741966296043,98.52873798650714,Alam,"Pemandangan, Fotografi, Edukasi","View Point Tongging terletak di Desa Tongging, Kecamatan Merek, Kabupaten Karo. Tempat ini menawarkan pemandangan spektakuler Danau Toba dan sekitarnya dari ketinggian. Sebagai bagian dari Geopark Kaldera Toba, lokasi ini juga memberikan informasi edukatif tentang sejarah geologi dan pembentukan kaldera Toba, menjadikannya tempat yang ideal bagi wisatawan yang tertarik dengan keindahan alam dan ilmu pengetahuan.",Merek,20000,0,0,pemandangan fotografi edukasi alam view point tongging letak desa tongging camat merek kabupaten karo tawar pandang spektakuler danau toba tinggi geopark kaldera toba lokasi informasi edukatif sejarah geologi bentuk kaldera toba jadi ideal wisatawan tarik indah alam ilmu tahu
WAIS desa sippan,https://www.google.com/maps/place/WAIS+desa+sippan/data=!4m7!3m6!1s0x3031adb5e0cf1c39:0x56493839df4fb533!8m2!3d2.9076666!4d98.5651309!16s%2Fg%2F11p5djfjvg!19sChIJORzP4LWtMTARM7VP3zk4SVY?authuser=0&hl=en&rclk=1 ,https://drive.google.com/drive/folders/1YaCDk4HeKx8OmF5zcFUxHEEqMZLd4FOX?usp=drive_link,4.6,56,"Naga Saribu, Pamatang Silima Huta, Simalungun Regency, North Sumatra 21167",Open 24 hours,2.907763035205732,98.56516308650713,Alam,"Hiking, Camping, Fotografi, Pemandangan","Wisata Anugerah Indah Sippan (WAIS) terletak di Desa Sippan Tigaraja, Kecamatan Pamatang Silimahuta, Kabupaten Simalungun. Berada di ketinggian 1.410 meter di atas permukaan laut, WAIS menawarkan pemandangan indah Danau Toba dan sekitarnya",Pamatang Silima Huta,10000,0,0,hiking camping fotografi pemandangan alam wisata anugerah indah sippan wais letak desa sippan tigaraja camat pamatang silimahuta kabupaten simalungun tinggi meter muka laut wais tawar pandang indah danau toba
Air Terjun Sitiris Tiris,https://www.google.com/maps/place/Air+Terjun+Sitiris+Tiris/data=!4m7!3m6!1s0x3031c957627d018d:0x7dcfc5580c83e564!8m2!3d2.7249505!4d98.5948899!16s%2Fg%2F11t2ty0stq!19sChIJjQF9YlfJMTARZOWDDFjFz30?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1vXjcYK_FcX4BJKIaajWKpBzDXS89P7pZ?usp=drive_link,3.8,4,"Hasinggaan, Sianjur Mula Mula, Samosir Regency, North Sumatra",Open 08.00-16.00,2.7252398509840576,98.59494354417856,Alam,"Pemandangan, Fotografi, Santai","Air Terjun Sitiris-tiris adalah destinasi tersembunyi di Desa Hasinggaan, Samosir, yang menawarkan keindahan alami khas kawasan Danau Toba. Terletak di antara perbukitan hijau dan belum ramai dikunjungi wisatawan, air terjun ini dikenal sebagai hidden gem yang masih sangat alami dan jernih. Menghadap langsung ke Danau Toba, pengunjung dapat menikmati panorama megah dan udara sejuk sambil menjelajah budaya lokal sepanjang perjalanan menyeberangi danau. Tempat ini cocok untuk wisatawan yang mencari ketenangan, keasrian alam, dan pengalaman eksotis jauh dari keramaian.",Sianjur Mula Mula,0,0,0,pemandangan fotografi santai alam air terjun destinasi sembunyi desa hasinggaan samosir tawar indah alami khas kawasan danau toba letak bukit hijau ramai kunjung wisatawan air terjun kenal hidden gem alami jernih hadap langsung danau toba unjung nikmat panorama megah udara sejuk jelajah budaya lokal jalan rang danau cocok wisatawan cari tenang asri alam alam eksotis ramai
Bukit Gajah Bobok,https://www.google.com/maps/place/Bukit+Gajah+Bobok/data=!4m7!3m6!1s0x3031b34843090c27:0x1620a69ecb49e4f0!8m2!3d2.8990462!4d98.5108769!16s%2Fg%2F11p_5r5drm!19sChIJJwwJQ0izMTAR8ORJy56mIBY?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1f8l-3EVHfAawgfq6jlS66bJUt977s_wx?usp=drive_link,4.4,175,"Tongging, Merek, Karo Regency, North Sumatra",Open 08.00-16.00,2.8990997755241232,98.51076961164286,Alam,"Pemandangan, Fotografi, Hiking, Camping, Pemandangan","Bukit Gajah Bobok adalah destinasi alam di Kabupaten Karo, Sumatera Utara, yang menawarkan lanskap perbukitan savana hijau dengan panorama menakjubkan ke Danau Toba dan gunung-gunung sekitarnya. Terletak di ketinggian 1.200 mdpl, bukit ini dikenal sebagai tempat ideal untuk menyaksikan matahari terbit, terbenam, dan langit malam penuh bintang. Bentuknya yang menyerupai gajah tidur menjadi daya tarik unik, sementara jalur hiking, area camping, dan spot foto alam menjadikannya favorit wisatawan pencinta alam.",Merek,10000,10000,25000,pemandangan fotografi hiking camping pemandangan alam bukit gajah bobok destinasi alam kabupaten karo sumatera utara tawar lanskap bukit savana hijau panorama takjub danau toba letak tinggi mdpl bukit kenal ideal saksi matahari terbit benam langit malam penuh bintang bentuk rupa gajah tidur daya tarik unik jalur hiking area camping spot foto alam jadi favorit wisatawan cinta alam
Pulau Tolping,https://www.google.com/maps/place/Pulau+Tolping/data=!4m7!3m6!1s0x3031c049b7ab7281:0x9bb141d904ae5a2c!8m2!3d2.7127967!4d98.8126931!16s%2Fg%2F11rqr9_6_h!19sChIJgXKrt0nAMTARLFquBNlBsZs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1T8xeGBFh4oFX3Sxth0GeVXcPFIN3exQ9?usp=drive_link,4.1,12,"Pulau Samosir, Simanindo, Kabupaten Samosir, Sumatera Utara",Open 08.00-16.00,2.712828850436642,98.81262872698572,Alam,"Pemandangan, Fotografi, Hiking, Camping, Perahu","Pulau Tolping adalah pulau kecil yang terletak di pinggiran Pulau Samosir, Danau Toba. Pulau ini dikenal karena keindahan alaminya yang masih asri dan belum banyak terjamah. Dikelilingi oleh bebatuan kecil yang tersusun rapi secara alami, Pulau Tolping menawarkan suasana tenang layaknya pulau pribadi. Vegetasi liar, pohon-pohon alami, serta konon adanya gua bawah tanah menambah daya tarik pulau ini. Pengunjung dapat menikmati panorama eksotis Danau Toba dari pulau ini, terutama dengan menyewa kapal nelayan atau sampan dari Desa Silalahi. Karena kedalamannya yang ekstrem dan belum terukur pasti, pengunjung disarankan untuk tidak berenang di sekitarnya.",Simanindo,0,0,0,pemandangan fotografi hiking camping perahu alam pulau tolping pulau letak pinggir pulau samosir danau toba pulau kenal indah alami asri jamah keliling bebatuan susun rapi alami pulau tolping tawar suasana tenang layak pulau pribadi vegetasi liar alami konon gua tanah tambah daya tarik pulau unjung nikmat panorama eksotis danau toba pulau sewa kapal nelayan sampan desa silalahi dalam ekstrem ukur unjung saran renang
Air Terjun Tombak Pangaribuan,https://www.google.com/maps/place/Air+Terjun+Tombak+Pangaribuan/data=!4m7!3m6!1s0x3031dd9500623b81:0xd45d2aff2ad55a4a!8m2!3d2.5316117!4d98.8168167!16s%2Fg%2F11c5x4ym34!19sChIJgTtiAJXdMTARSlrVKv8qXdQ?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1YZZ0Hz3AVyxLOYHvD2ssvCwtsMmFu5aq?usp=drive_link,4.2,20,"Palipi, Samosir Regency, North Sumatra 22393",Open 24 hours,2.531761757094936,98.8168274288357,Alam,"Aktivitas Air, Pemandangan, Hiking","Air Terjun Tombak Pangaribuan terletak di Pardoman Nauli, Batu Jagar, Kecamatan Palipi, Sumatera Utara, sekitar 40 kilometer dari Kota Pangururan. Dengan ketinggian 35 meter dan luas limpahan air sekitar 400 meter persegi, air terjun ini menawarkan pesona alam yang memukau. Dikenal sebagai tempat persemayaman Raja Lotung, air terjun ini memiliki nilai historis yang menarik. Jalur menuju air terjun melalui jalan berbatu dan medan yang mendaki memberikan tantangan tersendiri, menjadikannya destinasi menarik bagi para pecinta alam dan pendaki. Keindahan alam yang dihadirkan, terutama saat melihat air terjun dari kejauhan, menjadikan Air Terjun Tombak Pangaribuan sebagai salah satu objek wisata andalan yang patut dikunjungi.",Palipi,5000,2000,5000,aktivitas air pemandangan hiking alam air terjun tombak pangaribuan letak pardoman nauli batu jagar camat palipi sumatera utara kilometer kota pangururan tinggi meter luas limpah air meter persegi air terjun tawar pesona alam pukau kenal semayam raja lotung air terjun milik nilai historis tarik jalur air terjun jalan batu medan daki tantang sendiri jadi destinasi tarik cinta alam daki indah alam hadir air terjun jauh jadi air terjun tombak pangaribuan salah objek wisata andal patut kunjung
